Admit ID,RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
CIC112021-10129,83.0,Need More Help,Improvement needed,3.34,1.24,1.39,BSc IT,0.69,3.31,BasicTech,2021.0,Sunil
CIC112021-10130,100.0,Need No Help,Meets expectations,4.42,1.45,1.83,B.E. / B.TECH Non IT,0.92,4.19,FullStack_DeepTech,2019.0,Gunjan
CIC112021-10132,97.0,Need More Help,Improvement needed,3.39,1.41,1.25,B.E. / B.TECH Non IT,0.61,3.27,FullStack_DeepTech,2021.0,Nagendra
CIC112021-10133,93.0,Need No Help,Exceeds expectations,4.56,1.47,1.86,B.E. / B.TECH Non IT,0.9,4.22,FullStack_DeepTech,2020.0,Gunjan
CIC112021-10134,84.0,Need More Help,Improvement needed,3.58,1.26,1.65,B.E. / B.TECH Non IT,0.82,3.72,FullStack_DeepTech,2021.0,Sunil
CIC112021-10135,100.0,Need More Help,Improvement needed,3.73,1.31,1.52,B.E. / B.TECH Non IT,0.9,3.72,FullStack_DeepTech,2019.0,Sunil
CIC112021-10154,98.0,Need No Help,Meets expectations,4.22,1.39,1.61,B.E. / B.TECH CS,0.82,3.82,FullStack_DeepTech,2021.0,Gunjan
CIC112021-10156,100.0,Need More Help,Improvement needed,3.67,1.34,1.48,B.E. / B.TECH Non IT,0.84,3.65,StdTech,2020.0,Sunil
CIC112021-10158,100.0,Need More Help,Improvement needed,3.67,1.32,1.42,B.E. / B.TECH Non IT,0.9,3.64,FullStack_DeepTech,2021.0,Sunil
CIC112021-10161,98.0,Need No Help,Exceeds expectations,4.56,1.47,1.87,M.E. / M.Tech Non IT,0.9,4.24,FullStack_DeepTech,2022.0,Gunjan
CIC112021-10162,98.0,Need No Help,Exceptional,4.22,1.51,1.68,MSc CS/IT,0.87,4.06,FullStack_DeepTech,2015.0,Sunil
CIC112021-10164,96.0,Need Less Help,Meets expectations,3.34,1.6,1.62,B.E. / B.TECH Non IT,0.86,4.08,FullStack_DeepTech,2021.0,Sunil
CIC112021-10166,66.0,Need More Help,Improvement needed,3.13,1.07,1.29,B.E. / B.TECH Non IT,0.78,3.14,BasicTech,2021.0,Nagendra
CIC112021-10168,91.0,Need More Help,Improvement needed,3.21,1.37,1.56,B.E. / B.TECH Non IT,0.77,3.7,FullStack_DeepTech,2020.0,Sunil
CIC112021-10172,93.0,Need Less Help,Meets expectations,4.15,1.5,1.6,B.E. / B.TECH Non IT,0.82,3.91,FullStack_DeepTech,2020.0,Sunil
CIC112021-10177,57.0,Need More Help,Improvement needed,3.34,1.22,1.47,PG CS/IT,0.86,3.55,AdvTech_1_2,2021.0,Sunil
CIC112021-10180,57.0,Need Less Help,Meets expectations,4.01,1.62,1.52,B.E. / B.TECH CS,0.8,3.94,AdvTech_1_2,2021.0,Nagendra
CIC112021-10183,93.0,Need More Help,Improvement needed,3.59,1.41,1.56,PG Non IT,0.74,3.71,AdvTech_1_2,2019.0,Sunil
CIC112021-10185,96.0,Need No Help,Meets expectations,3.34,1.64,1.72,BSc CS,0.93,4.29,FullStack_DeepTech,2021.0,Sunil
CIC112021-10186,89.0,Need More Help,Improvement needed,3.33,1.34,1.35,B.E. / B.TECH Non IT,0.74,3.44,AdvTech_1_2,2019.0,Ashish
CIC112021-10190,90.0,Need Less Help,Improvement needed,3.88,1.53,1.31,MSc CS/IT,0.75,3.58,FullStack_DeepTech,2019.0,Nagendra
CIC112021-10191,81.0,Need Less Help,Meets expectations,3.34,1.41,1.52,B.E. / B.TECH IT,0.76,3.69,AdvTech_1_2,2019.0,Sunil
CIC112021-10195,95.0,Need No Help,Meets expectations,4.16,1.43,1.61,MCA,0.77,3.81,FullStack_DeepTech,2018.0,Sunil
CIC112021-10220,96.0,Need More Help,Improvement needed,3.67,1.49,1.54,B.E. / B.TECH Non IT,0.9,3.92,FullStack_DeepTech,2018.0,Sunil
CIC112021-10222,60.0,Need Less Help,Improvement needed,3.97,1.37,1.44,B.E. / B.TECH Non IT,0.74,3.54,AdvTech_1_2,2021.0,Nagendra
CIC112021-10231,87.0,Need More Help,Improvement needed,3.77,1.29,1.4,B.E. / B.TECH Non IT,0.71,3.4,AdvTech_1_2,2021.0,Sunil
CIC112021-10236,84.0,Need Less Help,Improvement needed,3.74,1.36,1.3,B.E. / B.TECH CS,0.8,3.46,StdTech,2021.0,Nagendra
CIC112021-10238,77.0,Need Less Help,Meets expectations,3.88,1.31,1.48,B.E. / B.TECH IT,0.75,3.53,AdvTech_1_2,2020.0,Ashish
CIC112021-10257,48.0,Need More Help,Improvement needed,3.34,1.24,1.42,B.E. / B.TECH IT,0.72,3.38,FullStack_DeepTech,2021.0,Ashish
CIC112021-10269,79.0,Need No Help,Meets expectations,4.22,1.66,1.47,M.E. / M.Tech CS/IT,0.7,3.83,FullStack_DeepTech,2017.0,Nagendra
CIC112021-10273,79.0,Need More Help,Improvement needed,4.09,1.4,1.63,MCA,0.82,3.84,AdvTech_1_2,2022.0,Ashish
CIC112021-10278,53.0,Need Less Help,Improvement needed,3.34,1.33,1.42,MCA,0.88,3.63,FullStack_DeepTech,2022.0,Ashish
CIC112021-10297,91.0,Need Less Help,Meets expectations,4.28,1.54,1.49,B.E. / B.TECH Non IT,0.82,3.85,FullStack_DeepTech,2015.0,Sunil
CIC112021-10300,96.0,Need Less Help,Meets expectations,3.91,1.42,1.54,B.E. / B.TECH Non IT,0.7,3.66,StdTech,2012.0,Sunil
CIC112021-10310,90.0,Need More Help,Improvement needed,2.46,1.02,1.15,BSc CS,0.61,2.79,BasicTech,2021.0,Ashish
CIC112021-10312,95.0,Need More Help,Improvement needed,3.68,1.44,1.58,MCA,0.74,3.77,FullStack_DeepTech,2017.0,Sunil
CIC112021-10323,85.0,Need More Help,Improvement needed,3.62,1.2,1.44,B.E. / B.TECH IT,0.78,3.42,FullStack_DeepTech,2019.0,Sunil
CIC112021-10327,97.0,Need Less Help,Improvement needed,3.98,1.48,1.45,B.E. / B.TECH Non IT,0.7,3.63,FullStack_DeepTech,2020.0,Nagendra
CIC112021-10328,81.0,Need Less Help,Improvement needed,3.34,1.43,1.48,B.E. / B.TECH Non IT,0.82,3.73,AdvTech_1_2,2021.0,Sunil
CIC112021-10331,95.0,Need Less Help,Meets expectations,3.92,1.47,1.51,B.E. / B.TECH CS,0.78,3.76,FullStack_DeepTech,2020.0,Nagendra
CIC112021-10332,93.0,Need More Help,Improvement needed,3.33,1.15,1.32,M.E. / M.Tech Non IT,0.84,3.31,AdvTech_1_2,2020.0,Ashish
CIC112021-10353,91.0,Need More Help,Improvement needed,3.42,1.21,1.38,B.E. / B.TECH IT,0.78,3.37,AdvTech_1_2,2018.0,Nagendra
CIC112021-10354,90.0,Need Less Help,Meets expectations,4.22,1.54,1.6,B.E. / B.TECH CS,0.87,4.01,FullStack_DeepTech,2021.0,Gunjan
CIC112021-10355,98.0,Need Less Help,Meets expectations,4.22,1.39,1.47,B.E. / B.TECH CS,0.82,3.67,FullStack_DeepTech,2020.0,Nagendra
CIC112021-10359,88.0,Need More Help,Improvement needed,2.84,1.21,1.36,B.E. / B.TECH CS,0.71,3.28,AdvTech_1_2,2021.0,Ashish
CIC112021-10387,94.0,Need Less Help,Improvement needed,4.06,1.36,1.41,MSc CS/IT,0.72,3.49,AdvTech_1_2,2022.0,Nagendra
CIC112021-10388,44.0,Need More Help,Improvement needed,3.62,1.4,1.35,B.E. / B.TECH Non IT,0.82,3.57,FullStack_DeepTech,2019.0,Ashish
CIC112021-10392,40.0,Need Less Help,Meets expectations,3.34,1.39,1.5,B.E. / B.TECH CS,0.92,3.81,FullStack_DeepTech,2019.0,Sunil
CIC112021-10397,29.0,Need More Help,Improvement needed,3.58,1.29,1.42,Diploma Non IT,0.94,3.65,AdvTech_1_2,2020.0,Sunil
CIC112021-10398,75.0,Need More Help,Improvement needed,4.01,1.4,1.62,B.E. / B.TECH CS,0.91,3.93,FullStack_DeepTech,2020.0,Ashish
CIC112021-10399,89.0,Need Less Help,Meets expectations,4.4,1.53,1.64,B.E. / B.TECH Non IT,0.91,4.08,FullStack_DeepTech,2021.0,Sunil
CIC112021-10400,83.0,Need Less Help,Improvement needed,3.34,1.4,1.47,B.E. / B.TECH Non IT,0.81,3.68,FullStack_DeepTech,2021.0,Gunjan
CIC112021-10401,92.0,Need More Help,Improvement needed,4.28,1.45,1.58,B.E. / B.TECH CS,0.91,3.95,FullStack_DeepTech,2020.0,Sunil
CIC112021-10404,95.0,Need Less Help,Improvement needed,4.1,1.61,1.48,B.E. / B.TECH Non IT,0.7,3.79,FullStack_DeepTech,2021.0,Nagendra
CIC122020-1326,57.0,Need No Help,Meets expectations,3.34,1.6,1.71,M.E. / M.Tech CS/IT,0.92,4.22,AdvTech_1_2,2019.0,Sunil
CIC122020-7940,100.0,Need Less Help,Meets expectations,4.34,1.23,1.76,MSc CS/IT,0.92,3.91,AdvTech_1_2,2020.0,Ashish
CIC122020-7956,95.0,Need Less Help,Improvement needed,3.64,1.28,1.58,B.E. / B.TECH Non IT,0.8,3.66,AdvTech_1_2,2020.0,Dilip
CIC122020-7983,77.0,Need Less Help,Meets expectations,3.52,1.58,1.69,B.E. / B.TECH CS,0.87,4.13,FullStack_DeepTech,2020.0,Sunil
CIC122020-7992,97.0,Need Less Help,Meets expectations,3.92,1.57,1.63,B.E. / B.TECH CS,0.81,4.01,FullStack_DeepTech,2020.0,Sunil
CIC122020-8002,80.0,Need Less Help,Improvement needed,3.31,1.14,1.41,B.E. / B.TECH Non IT,0.88,3.43,StdTech,2019.0,Sunil
CIC122020-8009,98.0,Need More Help,Improvement needed,3.34,1.05,1.4,B.E. / B.TECH Non IT,0.65,3.1,FullStack_DeepTech,2020.0,Ashish
CIC122020-8013,96.0,Need Less Help,Improvement needed,3.31,0.93,1.5,B.E. / B.TECH CS,0.83,3.26,AdvTech_1_2,2020.0,Ashish
CIC122020-8014,88.0,Need More Help,Improvement needed,3.26,0.93,1.35,B.E. / B.TECH CS,0.69,2.98,StdTech,2020.0,Ashish
CIC122020-8015,93.0,Need More Help,Improvement needed,3.66,1.2,1.48,B.E. / B.TECH Non IT,0.72,3.4,AdvTech_1_2,2019.0,Dilip
CIC122020-8016,77.0,Need More Help,Improvement needed,3.33,0.99,1.42,B.E. / B.TECH CS,0.71,3.12,StdTech,2019.0,Ashish
CIC122020-8018,91.0,Need Less Help,Improvement needed,4.05,1.02,1.64,B.E. / B.TECH Non IT,0.89,3.56,FullStack_DeepTech,2016.0,Ashish
CIC122020-8019,89.0,Need Less Help,Meets expectations,3.34,1.23,1.84,B.E. / B.TECH Non IT,0.87,3.93,FullStack_DeepTech,2020.0,Ashish
CIC122020-8027,96.0,Need Less Help,Improvement needed,4.09,1.02,1.61,Other Non IT,0.74,3.37,AdvTech_1_2,2020.0,Ashish
CIC122020-8028,76.0,Need No Help,Meets expectations,3.34,1.52,1.67,B.E. / B.TECH Non IT,0.85,4.04,FullStack_DeepTech,2020.0,Sunil
CIC122020-8029,70.0,Need More Help,Improvement needed,3.34,1.13,1.28,B.E. / B.TECH CS,0.74,3.15,FullStack_DeepTech,2019.0,Gunjan
CIC122020-8031,100.0,Need Less Help,Meets expectations,4.45,1.72,1.72,B.E. / B.TECH CS,0.91,4.33,FullStack_DeepTech,2020.0,Sunil
CIC122020-8034,71.0,Need No Help,Meets expectations,3.34,1.54,1.64,MCA,0.84,4.02,FullStack_DeepTech,2020.0,Sunil
CIC122020-8035,76.0,Need No Help,Meets expectations,3.34,1.53,1.67,B.E. / B.TECH Non IT,0.84,4.04,FullStack_DeepTech,2019.0,Sunil
CIC122020-8036,74.0,Need Less Help,Meets expectations,4.28,1.62,1.67,B.E. / B.TECH CS,0.9,4.18,FullStack_DeepTech,2016.0,Sunil
CIC122020-8037,79.0,Need Less Help,Meets expectations,4.28,1.63,1.71,B.E. / B.TECH Non IT,0.88,4.22,FullStack_DeepTech,2020.0,Sunil
CIC122020-8038,79.0,Need Less Help,Meets expectations,4.4,1.67,1.67,B.E. / B.TECH CS,0.87,4.21,AdvTech_1_2,2020.0,Sunil
CIC122020-8039,54.0,Need Less Help,Improvement needed,3.34,1.46,1.63,B.E. / B.TECH Non IT,0.77,3.86,AdvTech_1_2,2019.0,Sunil
CIC122020-8047,62.0,Need Less Help,Improvement needed,3.34,1.36,1.47,B.E. / B.TECH CS,0.8,3.63,FullStack_DeepTech,2019.0,Dilip
CIC122020-8048,79.0,Need Less Help,Meets expectations,4.22,1.67,1.7,MCA,0.86,4.23,AdvTech_1_2,2020.0,Sunil
CIC122020-8057,69.0,Need Less Help,Improvement needed,3.34,1.41,1.58,MCA,0.87,3.86,AdvTech_1_2,2020.0,Dilip
CIC122020-8060,51.0,Need More Help,Improvement needed,3.34,1.39,1.39,B.E. / B.TECH CS,0.72,3.51,FullStack_DeepTech,2019.0,Dilip
CIC122020-8081,98.0,Need Less Help,Meets expectations,4.7,1.62,1.82,B.E. / B.TECH Non IT,0.87,4.31,FullStack_DeepTech,2018.0,Dilip
CIC122020-8283,83.0,Need Less Help,Improvement needed,3.94,1.22,1.43,MCA,0.74,3.39,BasicTech,2020.0,Ashish
CIC122020-8330,93.0,Need No Help,Meets expectations,4.44,1.42,1.78,B.E. / B.TECH Non IT,0.89,4.09,FullStack_DeepTech,2020.0,Gunjan
CIC122020-8571,100.0,Need Less Help,Meets expectations,3.98,1.52,1.58,B.E. / B.TECH CS,0.86,3.96,AdvTech_1_2,2020.0,Ashish
CIC122021-10408,92.0,Need More Help,Improvement needed,3.34,1.27,1.37,B.E. Electronics & Communication Engineering,0.76,3.41,AdvTech_1_2,2015.0,Sunil
CIC122021-10409,75.0,Need Less Help,Meets expectations,3.62,1.38,1.45,B.E. / B.TECH Non IT,0.74,3.57,FullStack_DeepTech,2019.0,Nagendra
CIC122021-10410,83.0,Need Less Help,Improvement needed,3.34,1.42,1.52,B.E. / B.TECH CS,0.84,3.78,FullStack_DeepTech,2018.0,Gunjan
CIC122021-10414,97.0,Need More Help,Improvement needed,4.22,1.43,1.54,B.E. / B.TECH Non IT,0.9,3.87,FullStack_DeepTech,2021.0,Sunil
CIC122021-10415,66.0,Need Less Help,Improvement needed,4.04,1.32,1.51,B.E. / B.TECH CS,0.77,3.59,FullStack_DeepTech,2017.0,Gunjan
CIC122021-10417,82.0,Need More Help,Improvement needed,3.45,1.26,1.4,B.E. / B.TECH CS,0.82,3.48,AdvTech_1_2,2021.0,Ashish
CIC122021-10468,98.0,Need Less Help,Meets expectations,4.16,1.59,1.61,B.E. / B.TECH Non IT,0.81,4.0,StdTech,2019.0,Sunil
CIC122021-10474,95.0,Need Less Help,Improvement needed,3.74,1.45,1.55,B.E. / B.TECH Non IT,0.79,3.78,AdvTech_1_2,2017.0,Sunil
CIC122021-10475,89.0,Need Less Help,Improvement needed,3.34,1.39,1.54,M.E. / M.Tech CS/IT,0.84,3.77,FullStack_DeepTech,2020.0,Sunil
CIC122021-10477,89.0,Need More Help,Improvement needed,3.79,1.38,1.43,B.E. / B.TECH Non IT,0.78,3.59,FullStack_DeepTech,2021.0,Nagendra
CIC122021-10478,88.0,Need Less Help,Improvement needed,3.8,1.4,1.58,B.E. Mechanical Engineering,0.82,3.8,StdTech,2019.0,Sunil
CIC122021-10501,68.0,Need More Help,Improvement needed,3.58,1.26,1.45,B.E. / B.TECH Non IT,0.91,3.63,FullStack_DeepTech,2019.0,Sunil
CIC122021-10503,43.0,Need Less Help,Improvement needed,3.49,1.33,1.26,MSc CS/IT,0.8,3.39,StdTech,2018.0,Ashish
CIC122021-10504,65.0,Need No Help,Improvement needed,4.43,1.46,1.63,B.E. / B.TECH CS,0.75,3.84,AdvTech_1_2,2018.0,Nagendra
CIC122021-10505,97.0,Need Less Help,Improvement needed,3.8,1.4,1.7,B.E. CIVIL ENGINEERING,0.7,3.8,StdTech,2016.0,Sunil
CIC122021-10506,100.0,Need Less Help,Improvement needed,3.6,1.2,1.43,B.E. / B.TECH IT,0.79,3.41,FullStack_DeepTech,2019.0,Nagendra
CIC122021-10510,96.0,Need Less Help,Improvement needed,3.73,1.31,1.44,B.E. / B.TECH Non IT,0.8,3.54,FullStack_DeepTech,2018.0,Nagendra
CIC122021-10514,96.0,Need Less Help,Improvement needed,3.55,1.27,1.37,BSc CS,0.79,3.43,AdvTech_1_2,2019.0,Nagendra
CIC122021-10515,62.0,Need More Help,Improvement needed,3.49,1.38,1.32,B.E. / B.TECH Non IT,0.76,3.46,AdvTech_1_2,2019.0,Gunjan
CIC122021-10517,85.0,Need More Help,Meets expectations,3.89,1.35,1.44,B.E. / B.TECH CS,0.85,3.63,AdvTech_1_2,2018.0,Sunil
CIC122021-10520,88.0,Need Less Help,Meets expectations,4.4,1.67,1.68,B.E. / B.TECH CS,1.0,4.35,FullStack_DeepTech,2018.0,Sunil
CIC122021-10524,86.0,Need Less Help,Improvement needed,3.8,1.43,1.46,BSc CS,0.78,3.67,FullStack_DeepTech,2020.0,Nagendra
CIC122021-10525,77.0,Need Less Help,Improvement needed,3.89,1.24,1.48,B.E. / B.TECH Non IT,0.82,3.54,FullStack_DeepTech,2016.0,Ashish
CIC122021-10526,92.0,Need No Help,Meets expectations,4.27,1.49,1.55,B.E. / B.TECH Non IT,0.83,3.87,AdvTech_1_2,2018.0,Nagendra
CIC122021-10529,100.0,Need Less Help,Improvement needed,4.34,1.51,1.62,B.E. / B.TECH Non IT,0.87,4.0,FullStack_DeepTech,2017.0,Nagendra
CIC122021-10531,93.0,Need Less Help,Improvement needed,3.92,1.36,1.62,MSc CS/IT,0.82,3.8,FullStack_DeepTech,2020.0,Gunjan
CIC122021-10532,100.0,Need Less Help,Improvement needed,4.04,1.21,1.4,B.E. / B.TECH CS,0.81,3.42,AdvTech_1_2,2019.0,Ashish
CIC122021-10533,75.0,Need More Help,Improvement needed,3.34,1.22,1.43,B.E. / B.TECH IT,0.81,3.46,FullStack_DeepTech,2020.0,Nagendra
CIC122021-10534,84.0,Need No Help,Meets expectations,3.34,1.48,1.67,B.E. / B.TECH Non IT,0.96,4.11,FullStack_DeepTech,2020.0,Sunil
CIC122021-10537,96.0,Need Less Help,Improvement needed,3.65,1.2,1.38,B.E. / B.TECH Non IT,0.73,3.32,AdvTech_1_2,2019.0,Ashish
CIC122021-10538,40.0,Need More Help,Improvement needed,3.34,1.33,1.4,M.E. / M.Tech CS/IT,0.76,3.49,FullStack_DeepTech,2019.0,Ashish
CIC122021-10540,60.0,Need Less Help,Improvement needed,3.72,1.38,1.58,B.E. / B.TECH Non IT,0.76,3.72,AdvTech_1_2,2018.0,Ashish
CIC122021-10541,88.0,Need Less Help,Meets expectations,3.66,1.35,1.46,B.E. / B.TECH CS,0.7,3.51,FullStack_DeepTech,2020.0,Ashish
CIC122021-10548,46.0,Need More Help,Improvement needed,3.34,1.09,1.56,B.E. / B.TECH IT,0.82,3.47,FullStack_DeepTech,2021.0,Gunjan
CIC122021-10551,85.0,Need Less Help,Meets expectations,3.35,1.27,1.42,B.E. / B.TECH Non IT,0.73,3.42,FullStack_DeepTech,2021.0,Ashish
CIC122021-10599,85.0,Need Less Help,Improvement needed,3.74,1.13,1.42,B.E. / B.TECH CS,0.67,3.22,FullStack_DeepTech,2018.0,Gunjan
CIC122021-10600,92.0,Need Less Help,Improvement needed,3.99,1.31,1.52,B.E. / B.TECH CS,0.75,3.58,AdvTech_1_2,2019.0,Ashish
CIC122021-10602,100.0,Need Less Help,Meets expectations,3.82,1.45,1.5,MSc Non IT,0.87,3.82,FullStack_DeepTech,2022.0,Ashish
CIC122021-10603,36.0,Need More Help,Improvement needed,3.34,1.23,1.47,B.E. / B.TECH Non IT,0.82,3.52,FullStack_DeepTech,2018.0,Gunjan
CIC122021-10604,98.0,Need More Help,Improvement needed,3.39,1.21,1.55,B.E. / B.TECH Non IT,0.83,3.58,FullStack_DeepTech,2018.0,Gunjan
CIC122021-10622,34.0,Need Less Help,Meets expectations,3.34,1.54,1.76,B.E. / B.TECH CS,0.9,4.2,FullStack_DeepTech,2021.0,Gunjan
CIC122021-10623,80.0,Need Less Help,Meets expectations,4.16,1.38,1.69,B.E. / B.TECH CS,0.84,3.91,FullStack_DeepTech,2019.0,Gunjan
CIC122021-10628,77.0,Need Less Help,Improvement needed,3.34,1.39,1.57,BSc CS,0.81,3.76,FullStack_DeepTech,2021.0,Sunil
CIC122021-10630,98.0,Need Less Help,Meets expectations,4.34,1.47,1.58,B.E. / B.TECH CS,0.95,4.0,AdvTech_1_2,2021.0,Sunil
CIC122021-10632,80.0,Need Less Help,Improvement needed,3.61,1.29,1.49,B.E. Electronics & Telecommunications,0.77,3.55,StdTech,2019.0,Ashish
CIC122021-10634,63.0,Need Less Help,Improvement needed,3.89,1.34,1.61,B.E. / B.TECH IT,0.94,3.89,AdvTech_1_2,2020.0,Sunil
CIC122021-10637,83.0,Need Less Help,Improvement needed,3.41,1.37,1.39,B.E. / B.TECH Non IT,0.72,3.47,StdTech,2021.0,Nagendra
CIC122021-10639,37.0,Need No Help,Meets expectations,3.34,1.48,1.82,B.E. / B.TECH CS,0.88,4.18,AdvTech_1_2,2022.0,Ashish
CIC122021-10640,27.0,Need Less Help,Improvement needed,3.34,1.2,1.6,B.E. / B.TECH Non IT,0.84,3.64,FullStack_DeepTech,2020.0,Gunjan
CIC122021-10644,17.0,Need More Help,Improvement needed,3.56,1.38,1.49,B.E. / B.TECH Non IT,0.8,3.67,FullStack_DeepTech,2017.0,Sunil
CIC122021-10645,100.0,Need Less Help,Improvement needed,4.02,1.5,1.63,B.E. / B.TECH IT,0.89,4.02,FullStack_DeepTech,2019.0,Sunil
CIC122021-10646,87.0,Need Less Help,Meets expectations,3.77,1.44,1.5,MCA,0.75,3.69,FullStack_DeepTech,2019.0,Nagendra
CIC122021-10668,93.0,Need Less Help,Meets expectations,3.34,1.41,1.61,B.E. / B.TECH CS,0.81,3.84,StdTech,2018.0,Sunil
CIC122021-10673,98.0,Need Less Help,Improvement needed,3.86,1.42,1.55,MSc CS/IT,0.8,3.77,FullStack_DeepTech,2019.0,Sunil
CIC122021-10677,93.0,Need Less Help,Improvement needed,3.71,1.3,1.45,B.E. / B.TECH IT,0.72,3.48,StdTech,2021.0,Sunil
CIC122021-10678,50.0,Need More Help,Improvement needed,3.41,1.44,1.42,B.E. / B.TECH CS,0.82,3.68,AdvTech_1_2,2016.0,Ashish
CIC122021-10679,71.0,Need No Help,Meets expectations,4.46,1.72,1.66,M.E. / M.Tech CS/IT,0.95,4.32,FullStack_DeepTech,2022.0,Nagendra
CIC122021-10683,92.0,Need Less Help,Improvement needed,4.0,1.41,1.42,B.E. / B.TECH CS,0.67,3.49,StdTech,2017.0,Nagendra
CIC122021-10684,96.0,Need Less Help,Improvement needed,3.49,1.26,1.38,B.E. Mechanical Engineering,0.9,3.53,AdvTech_1_2,2017.0,Ashish
CIC122021-10686,100.0,Need Less Help,Improvement needed,3.98,1.39,1.46,B.E. / B.TECH IT,0.85,3.7,FullStack_DeepTech,2022.0,Ashish
CIC122021-10690,29.0,Need More Help,Improvement needed,3.44,1.37,1.4,B.E. / B.TECH Non IT,0.84,3.61,AdvTech_1_2,2016.0,Sunil
CIC122021-10700,98.0,Need Less Help,Meets expectations,4.15,1.51,1.7,B.E. Information Technology,0.94,4.15,AdvTech_1_2,2013.0,Sunil
CIC032022-11405,94.0,Need More Help,Improvement needed,2.65,0.79,1.33,M.E. / M.Tech Non IT,0.76,2.88,BasicTech,2020.0,Ashish
CIC032022-11409,69.0,Need Less Help,Meets expectations,3.56,1.4,1.48,B.E. / B.TECH CS,0.73,3.6,FullStack_DeepTech,2021.0,Ashish
CIC032022-11444,92.0,Need Less Help,Meets expectations,3.87,1.34,1.64,MSc CS/IT,0.84,3.82,AdvTech_1_2,2021.0,Sunil
CIC032022-11547,71.0,Need Less Help,Improvement needed,3.81,1.35,1.52,B.E. / B.TECH Non IT,0.53,3.39,AdvTech_1_2,2019.0,Gunjan
CIC032022-11437,96.0,Need Less Help,Improvement needed,4.23,1.56,1.57,B.E. / B.TECH,0.68,3.81,FullStack_DeepTech,2021.0,Gunjan
CIC032022-11560,94.0,Need More Help,Improvement needed,3.2,1.3,1.42,B.E. / B.TECH CS,0.74,3.45,BasicTech,2020.0,Nagendra
CIC032022-11449,98.0,Need Less Help,Meets expectations,4.18,1.54,1.65,B.E. / B.TECH Non IT,0.88,4.06,FullStack_DeepTech,2019.0,Sunil
CIC032022-11578,93.0,Need Less Help,Meets expectations,4.11,1.53,1.62,B.E. / B.TECH Non IT,0.91,4.06,FullStack_DeepTech,2019.0,Sunil
CIC032022-11573,100.0,Need No Help,Meets expectations,4.4,1.8,1.67,B.E. / B.TECH,0.85,4.32,FullStack_DeepTech,65.0,Sunil
CIC032022-11493,80.0,Need No Help,Meets expectations,4.46,1.85,1.69,B.E. / B.TECH,0.83,4.37,FullStack_DeepTech,72.0,Sunil
CIC032022-11561,74.0,Need Less Help,Meets expectations,3.92,1.37,1.43,MSc CS/IT,0.75,3.54,AdvTech_1_2,2016.0,Nagendra
CIC032022-11450,100.0,Need No Help,Meets expectations,4.7,1.69,1.75,B.E. / B.TECH,0.86,4.31,FullStack_DeepTech,2021.0,Gunjan
CIC032022-11468,100.0,Need Less Help,Improvement needed,4.15,1.44,1.51,B.E. / B.TECH Non IT,0.72,3.67,StdTech,2018.0,Gunjan
CIC022022-11249-BL,95.0,Need Less Help,Meets expectations,4.04,1.38,1.52,B.E. / B.TECH CS,0.87,3.77,FullStack_DeepTech,2019.0,Sunil
CIC022022-11252-BL,97.0,Need Less Help,Meets expectations,3.92,1.39,1.55,B.E. / B.TECH CS,0.69,3.61,FullStack_DeepTech,2019.0,Sunil
CIC022022-11253-BL,95.0,Need Less Help,Meets expectations,4.04,1.38,1.54,B.E. / B.TECH CS,0.78,3.69,FullStack_DeepTech,2019.0,Sunil
CIC032022-11371-BL,97.0,Need Less Help,Improvement needed,4.1,1.46,1.6,M.E. / M.Tech CS/IT,0.85,3.9,FullStack_DeepTech,2019.0,Sunil
CIC022022-11246-BL,98.0,Need More Help,Improvement needed,3.41,1.33,1.43,B.E. / B.TECH Non IT,0.67,3.43,FullStack_DeepTech,2020.0,Sunil
CIC022022-11257-BL,98.0,Need More Help,Improvement needed,3.85,1.37,1.51,B.E. / B.TECH CS,0.71,3.59,FullStack_DeepTech,2019.0,Sunil
CIC032022-11425,83.0,Need No Help,Meets expectations,4.12,1.42,1.58,B.E. / B.TECH Non IT,0.82,3.83,AdvTech_1_2,2016.0,Ashish
CIC032022-11590,99.0,Need No Help,Meets expectations,4.12,1.55,1.58,B.E. / B.TECH CS,0.84,3.97,AdvTech_1_2,2020.0,Ashish
CIC032022-11630,61.0,Need More Help,Improvement needed,2.51,0.7,1.19,BSc CS,0.63,2.52,BasicTech,2022.0,Ashish
CIC032022-11420,74.0,Need More Help,Improvement needed,2.8,1.16,1.17,B.E. / B.TECH CS,0.59,2.92,BasicTech,2021.0,Gunjan
CIC032022-11454,98.0,Need No Help,Meets expectations,4.7,1.55,1.78,B.E. / B.TECH CS,0.98,4.31,FullStack_DeepTech,2020.0,Nagendra
CIC032022-11494,71.0,Need Less Help,Meets expectations,4.34,1.49,1.71,B.E. / B.TECH CS,0.97,4.17,AdvTech_1_2,2020.0,Nagendra
CIC032022-11465,94.0,Need No Help,Meets expectations,3.8,1.48,1.54,B.E. / B.TECH,0.75,3.77,FullStack_DeepTech,2018.0,Nagendra
CIC032022-11541,95.0,Need More Help,Improvement needed,3.33,1.3,1.31,B.E. / B.TECH Non IT,0.83,3.44,FullStack_DeepTech,2020.0,Gunjan
